Year,"Country of Asylum","Country of Origin","Country of Asylum ISO","Country of Origin ISO",Refugees,Asylum-seekers,IDPs,"Other people in need of international protection","Stateless persons","Host community","Others of concern"
2024,Czechia,Ukraine,CZE,UKR,388388,126,0,0,0,0,0
2024,Denmark,Ukraine,DNK,UKR,36058,640,0,0,0,0,0
2024,"Dominican Rep.",Ukraine,DOM,UKR,5,28,0,0,0,0,0
2024,Ecuador,Ukraine,ECU,UKR,102,8,0,0,0,0,0
2024,Estonia,Ukraine,EST,UKR,41729,98,0,0,0,0,0
2024,Finland,Ukraine,FIN,UKR,68589,197,0,0,0,0,0
2024,France,Ukraine,FRA,UKR,68929,6296,0,0,0,0,0
2024,"United Kingdom of Great Britain and Northern Ireland",Ukraine,GBR,UKR,255141,945,0,0,0,0,0
2024,Georgia,Ukraine,GEO,UKR,29914,85,0,0,0,0,0
2024,Germany,Ukraine,DEU,UKR,1205729,1830,0,0,0,0,0
2024,Ghana,Ukraine,GHA,UKR,0,5,0,0,0,0,0
2024,Greece,Ukraine,GRC,UKR,32830,61,0,0,0,0,0
2024,Guatemala,Ukraine,GTM,UKR,5,0,0,0,0,0,0
2024,Croatia,Ukraine,HRV,UKR,27256,11,0,0,0,0,0
2024,Hungary,Ukraine,HUN,UKR,62987,0,0,0,0,0,0
2024,Iceland,Ukraine,ISL,UKR,4029,27,0,0,0,0,0
2024,India,Ukraine,IND,UKR,0,89,0,0,0,0,0
2024,Ireland,Ukraine,IRL,UKR,109081,451,0,0,0,0,0
2024,Iraq,Ukraine,IRQ,UKR,0,5,0,0,0,0,0
2024,Israel,Ukraine,ISR,UKR,39,262,0,0,0,0,25000
2024,Italy,Ukraine,ITA,UKR,167780,1875,0,0,0,0,0
2024,Japan,Ukraine,JPN,UKR,2058,0,0,0,0,0,0
2024,Kazakhstan,Ukraine,KAZ,UKR,99,146,0,0,0,0,0
2024,Kenya,Ukraine,KEN,UKR,0,5,0,0,0,0,0
2024,Kyrgyzstan,Ukraine,KGZ,UKR,21,30,0,0,0,0,0
2024,"Rep. of Korea",Ukraine,KOR,UKR,23,37,0,0,0,0,0
2024,Lebanon,Ukraine,LBN,UKR,0,15,0,0,0,0,5
2024,Liechtenstein,Ukraine,LIE,UKR,727,0,0,0,0,0,0
2024,Lithuania,Ukraine,LTU,UKR,50641,10,0,0,0,0,0
2024,Luxembourg,Ukraine,LUX,UKR,3747,40,0,0,0,0,0
2024,Latvia,Ukraine,LVA,UKR,47687,5,0,0,0,0,0
2024,"North Macedonia",Ukraine,MKD,UKR,20741,0,0,0,0,0,0
2024,"Rep. of Moldova",Ukraine,MDA,UKR,135486,375,0,0,0,0,0
2024,Mexico,Ukraine,MEX,UKR,102,130,0,0,0,0,17
2024,Montenegro,Ukraine,MNE,UKR,18558,0,0,0,0,0,0
2024,Morocco,Ukraine,MAR,UKR,0,5,0,0,0,0,0
2024,Malta,Ukraine,MLT,UKR,2591,110,0,0,0,0,0
2024,Nepal,Ukraine,NPL,UKR,0,8,0,0,0,0,0
2024,"Netherlands (Kingdom of the)",Ukraine,NLD,UKR,118974,564,0,0,0,0,0
2024,Nigeria,Ukraine,NGA,UKR,0,5,0,0,0,0,0
2024,Norway,Ukraine,NOR,UKR,79112,877,0,0,0,0,0
2024,"New Zealand",Ukraine,NZL,UKR,23,5,0,0,0,0,0
2024,Panama,Ukraine,PAN,UKR,21,5,0,0,0,0,0
2024,Paraguay,Ukraine,PRY,UKR,9,5,0,0,0,0,0
2024,Peru,Ukraine,PER,UKR,31,109,0,0,0,0,0
2024,Philippines,Ukraine,PHL,UKR,0,48,0,0,0,0,0
2024,Poland,Ukraine,POL,UKR,991223,3448,0,0,0,0,0
2024,Portugal,Ukraine,PRT,UKR,57141,16,0,0,0,0,0
2024,Romania,Ukraine,ROU,UKR,177996,5,0,0,0,0,0
2024,"South Africa",Ukraine,ZAF,UKR,5,5,0,0,0,0,0
2024,"Russian Federation",Ukraine,RUS,UKR,6894,149,0,0,0,0,0
2024,Spain,Ukraine,ESP,UKR,222544,1010,0,0,0,0,0
2024,"Serbia and Kosovo: S/RES/1244 (1999)",Ukraine,SRB,UKR,10719,0,0,0,0,0,61
2024,Slovakia,Ukraine,SVK,UKR,142172,10,0,0,0,0,0
2024,Slovenia,Ukraine,SVN,UKR,11296,127,0,0,0,0,0
2024,Sweden,Ukraine,SWE,UKR,45993,151,0,0,0,0,0
2024,Switzerland,Ukraine,CHE,UKR,66894,639,0,0,0,0,0
2024,"United Rep. of Tanzania",Ukraine,TZA,UKR,0,13,0,0,0,0,0
2024,Tunisia,Ukraine,TUN,UKR,0,6,0,0,0,0,0
2024,Türkiye,Ukraine,TUR,UKR,2616,0,0,0,0,0,0
2024,Ukraine,Ukraine,UKR,UKR,0,0,3665000,0,0,0,851644
2024,Uruguay,Ukraine,URY,UKR,18,5,0,0,0,0,0
2024,"United States of America",Ukraine,USA,UKR,3397,18658,0,0,0,0,0
2025,Albania,Ukraine,ALB,UKR,10763,0,0,0,0,0,0
2025,Egypt,Ukraine,EGY,UKR,0,10,0,0,0,0,0
2025,Argentina,Ukraine,ARG,UKR,121,32,0,0,0,0,0
2025,Armenia,Ukraine,ARM,UKR,4768,24,0,0,0,0,0
2025,Australia,Ukraine,AUS,UKR,3520,1272,0,0,0,0,23
2025,Austria,Ukraine,AUT,UKR,84785,52,0,0,0,0,0
2025,Azerbaijan,Ukraine,AZE,UKR,4893,150,0,0,0,0,0
2025,Belgium,Ukraine,BEL,UKR,89072,638,0,0,0,0,0
2025,Benin,Ukraine,BEN,UKR,0,5,0,0,0,0,0
2025,Belarus,Ukraine,BLR,UKR,41557,1255,0,0,0,0,0
2025,"Bolivia (Plurinational State of)",Ukraine,BOL,UKR,7,9,0,0,0,0,0
2025,Brazil,Ukraine,BRA,UKR,1459,26,0,0,0,0,0
2025,"Bosnia and Herzegovina",Ukraine,BIH,UKR,293,5,0,0,0,0,5
2025,Bulgaria,Ukraine,BGR,UKR,67875,5,0,0,0,0,0
2025,Canada,Ukraine,CAN,UKR,232381,1115,0,0,0,0,0
2025,China,Ukraine,CHN,UKR,0,18,0,0,0,0,0
2025,Chile,Ukraine,CHL,UKR,68,51,0,0,0,0,0
2025,Colombia,Ukraine,COL,UKR,9,0,0,0,0,0,0
2025,"Costa Rica",Ukraine,CRI,UKR,34,15,0,0,0,0,0
2025,Cyprus,Ukraine,CYP,UKR,23853,43,0,0,0,0,0
2025,Czechia,Ukraine,CZE,UKR,378251,117,0,0,0,0,0
2025,Denmark,Ukraine,DNK,UKR,39279,641,0,0,0,0,0
2025,"Dominican Rep.",Ukraine,DOM,UKR,5,28,0,0,0,0,0
2025,Ecuador,Ukraine,ECU,UKR,110,7,0,0,0,0,0
2025,Estonia,Ukraine,EST,UKR,40901,151,0,0,0,0,0
2025,Finland,Ukraine,FIN,UKR,72247,145,0,0,0,0,0
2025,France,Ukraine,FRA,UKR,70260,8859,0,0,0,0,0
2025,"United Kingdom of Great Britain and Northern Ireland",Ukraine,GBR,UKR,262436,1311,0,0,0,0,0
2025,Georgia,Ukraine,GEO,UKR,29124,102,0,0,0,0,0
2025,Germany,Ukraine,DEU,UKR,1193063,1654,0,0,0,0,0
2025,Ghana,Ukraine,GHA,UKR,0,5,0,0,0,0,0
2025,Greece,Ukraine,GRC,UKR,36268,61,0,0,0,0,0
2025,Guatemala,Ukraine,GTM,UKR,5,5,0,0,0,0,0
2025,Croatia,Ukraine,HRV,UKR,26873,11,0,0,0,0,0
2025,Hungary,Ukraine,HUN,UKR,63326,0,0,0,0,0,0
2025,Iceland,Ukraine,ISL,UKR,4270,25,0,0,0,0,0
2025,India,Ukraine,IND,UKR,0,93,0,0,0,0,0
2025,Ireland,Ukraine,IRL,UKR,112446,359,0,0,0,0,0
2025,Iraq,Ukraine,IRQ,UKR,0,6,0,0,0,0,0
2025,Israel,Ukraine,ISR,UKR,39,262,0,0,0,0,25000
2025,Italy,Ukraine,ITA,UKR,173620,2012,0,0,0,0,0
2025,Japan,Ukraine,JPN,UKR,2058,0,0,0,0,0,0
2025,Kazakhstan,Ukraine,KAZ,UKR,92,116,0,0,0,0,0
2025,Kenya,Ukraine,KEN,UKR,0,5,0,0,0,0,0
2025,Kyrgyzstan,Ukraine,KGZ,UKR,34,21,0,0,0,0,0
2025,"Rep. of Korea",Ukraine,KOR,UKR,23,39,0,0,0,0,0
2025,Lebanon,Ukraine,LBN,UKR,0,18,0,0,0,0,5
2025,Liechtenstein,Ukraine,LIE,UKR,763,0,0,0,0,0,0
2025,Lithuania,Ukraine,LTU,UKR,49248,5,0,0,0,0,0
2025,Luxembourg,Ukraine,LUX,UKR,3648,50,0,0,0,0,0
2025,Latvia,Ukraine,LVA,UKR,31661,0,0,0,0,0,0
2025,"North Macedonia",Ukraine,MKD,UKR,20741,0,0,0,0,0,0
2025,"Rep. of Moldova",Ukraine,MDA,UKR,132775,186,0,0,0,0,0
2025,Mexico,Ukraine,MEX,UKR,118,68,0,0,0,0,0
2025,Montenegro,Ukraine,MNE,UKR,18992,5,0,0,0,0,0
2025,Morocco,Ukraine,MAR,UKR,0,5,0,0,0,0,0
2025,Malta,Ukraine,MLT,UKR,2335,90,0,0,0,0,0
2025,Nepal,Ukraine,NPL,UKR,0,8,0,0,0,0,0
2025,"Netherlands (Kingdom of the)",Ukraine,NLD,UKR,123542,399,0,0,0,0,0
2025,Norway,Ukraine,NOR,UKR,79577,967,0,0,0,0,0
2025,"New Zealand",Ukraine,NZL,UKR,18,5,0,0,0,0,0
2025,Panama,Ukraine,PAN,UKR,21,5,0,0,0,0,0
2025,Paraguay,Ukraine,PRY,UKR,10,11,0,0,0,0,0
2025,Peru,Ukraine,PER,UKR,31,110,0,0,0,0,0
2025,Philippines,Ukraine,PHL,UKR,0,53,0,0,0,0,0
2025,Poland,Ukraine,POL,UKR,995247,5785,0,0,0,0,0
2025,Portugal,Ukraine,PRT,UKR,55872,20,0,0,0,0,0
2025,Romania,Ukraine,ROU,UKR,186040,0,0,0,0,0,0
2025,"South Africa",Ukraine,ZAF,UKR,0,5,0,0,0,0,0
2025,"Russian Federation",Ukraine,RUS,UKR,6121,163,0,0,0,0,0
2025,Spain,Ukraine,ESP,UKR,237005,1035,0,0,0,0,0
2025,"Serbia and Kosovo: S/RES/1244 (1999)",Ukraine,SRB,UKR,14057,0,0,0,0,0,54
2025,Slovakia,Ukraine,SVK,UKR,143836,10,0,0,0,0,0
2025,Slovenia,Ukraine,SVN,UKR,10620,138,0,0,0,0,0
2025,Sweden,Ukraine,SWE,UKR,44075,139,0,0,0,0,0
2025,Switzerland,Ukraine,CHE,UKR,67906,895,0,0,0,0,0
2025,"United Rep. of Tanzania",Ukraine,TZA,UKR,0,12,0,0,0,0,0
2025,Türkiye,Ukraine,TUR,UKR,2399,0,0,0,0,0,0
2025,Ukraine,Ukraine,UKR,UKR,0,0,3757000,0,0,0,262730
2025,Uruguay,Ukraine,URY,UKR,18,5,0,0,0,0,0
2025,"United States of America",Ukraine,USA,UKR,3397,18658,0,0,0,0,0
2023,Albania,Ukraine,ALB,UKR,4959,0,0,0,0,0,0
2023,Egypt,Ukraine,EGY,UKR,0,9,0,0,0,0,0
2023,Argentina,Ukraine,ARG,UKR,121,39,0,0,0,0,0
2023,Armenia,Ukraine,ARM,UKR,599,46,0,0,0,0,0
2023,Australia,Ukraine,AUS,UKR,7472,809,0,0,0,0,0
2023,Austria,Ukraine,AUT,UKR,83748,68,0,0,0,0,0
2023,Azerbaijan,Ukraine,AZE,UKR,4206,107,0,0,0,0,0
2023,Belgium,Ukraine,BEL,UKR,75260,0,0,0,0,0,0
2023,Belarus,Ukraine,BLR,UKR,39645,282,0,0,0,0,0
2023,"Bolivia (Plurinational State of)",Ukraine,BOL,UKR,7,10,0,0,0,0,0
2023,Brazil,Ukraine,BRA,UKR,1129,30,0,0,0,0,0
2023,"Bosnia and Herzegovina",Ukraine,BIH,UKR,185,8,0,0,0,0,0
2023,Bulgaria,Ukraine,BGR,UKR,68276,5,0,0,0,0,0
2023,Canada,Ukraine,CAN,UKR,75055,191,0,0,0,0,0
2023,China,Ukraine,CHN,UKR,0,20,0,0,0,0,0
2023,Chile,Ukraine,CHL,UKR,67,43,0,0,0,0,0
2023,Colombia,Ukraine,COL,UKR,8,24,0,0,0,0,0
2023,"Costa Rica",Ukraine,CRI,UKR,13,44,0,0,0,0,0
2023,Cyprus,Ukraine,CYP,UKR,19019,111,0,0,0,0,0
2023,Czechia,Ukraine,CZE,UKR,374247,100,0,0,0,0,0
2023,Denmark,Ukraine,DNK,UKR,35940,749,0,0,0,0,0
2023,"Dominican Rep.",Ukraine,DOM,UKR,6,12,0,0,0,0,0
2023,Ecuador,Ukraine,ECU,UKR,92,0,0,0,0,0,0
2023,Estonia,Ukraine,EST,UKR,41463,294,0,0,0,0,0
2023,Finland,Ukraine,FIN,UKR,63503,327,0,0,0,0,0
2023,France,Ukraine,FRA,UKR,68181,1866,0,0,0,0,0
2023,"United Kingdom of Great Britain and Northern Ireland",Ukraine,GBR,UKR,225497,327,0,0,0,0,0
2023,Georgia,Ukraine,GEO,UKR,24751,30,0,0,0,0,0
2023,Germany,Ukraine,DEU,UKR,1097503,1640,0,0,0,0,0
2023,Ghana,Ukraine,GHA,UKR,0,5,0,0,0,0,0
2023,Greece,Ukraine,GRC,UKR,27043,70,0,0,0,0,0
2023,Guatemala,Ukraine,GTM,UKR,0,5,0,0,0,0,0
2023,Croatia,Ukraine,HRV,UKR,23733,0,0,0,0,0,0
2023,Hungary,Ukraine,HUN,UKR,57401,0,0,0,0,0,0
2023,Iceland,Ukraine,ISL,UKR,5425,25,0,0,0,0,0
2023,India,Ukraine,IND,UKR,0,66,0,0,0,0,0
2023,Ireland,Ukraine,IRL,UKR,100545,291,0,0,0,0,0
2023,Iraq,Ukraine,IRQ,UKR,0,5,0,0,0,0,0
2023,Israel,Ukraine,ISR,UKR,31,306,0,0,0,0,30000
2023,Italy,Ukraine,ITA,UKR,164667,1331,0,0,0,0,0
2023,Jordan,Ukraine,JOR,UKR,0,5,0,0,0,0,0
2023,Japan,Ukraine,JPN,UKR,2077,0,0,0,0,0,0
2023,Kazakhstan,Ukraine,KAZ,UKR,68,207,0,0,0,0,0
2023,Kyrgyzstan,Ukraine,KGZ,UKR,13,22,0,0,0,0,0
2023,"Rep. of Korea",Ukraine,KOR,UKR,20,29,0,0,0,0,0
2023,Libya,Ukraine,LBY,UKR,0,5,0,0,0,0,0
2023,Lebanon,Ukraine,LBN,UKR,0,19,0,0,0,0,5
2023,Liechtenstein,Ukraine,LIE,UKR,577,0,0,0,0,0,0
2023,Lithuania,Ukraine,LTU,UKR,77340,5,0,0,0,0,0
2023,Luxembourg,Ukraine,LUX,UKR,5365,40,0,0,0,0,0
2023,Latvia,Ukraine,LVA,UKR,44307,5,0,0,0,0,0
2023,"North Macedonia",Ukraine,MKD,UKR,18703,0,0,0,0,0,0
2023,"Rep. of Moldova",Ukraine,MDA,UKR,120564,131,0,0,0,0,0
2023,Mexico,Ukraine,MEX,UKR,85,126,0,0,0,0,10
2023,Montenegro,Ukraine,MNE,UKR,64640,0,0,0,0,0,0
2023,Malta,Ukraine,MLT,UKR,2192,89,0,0,0,0,0
2023,Nepal,Ukraine,NPL,UKR,0,6,0,0,0,0,0
2023,"Netherlands (Kingdom of the)",Ukraine,NLD,UKR,105338,1290,0,0,0,0,0
2023,Nigeria,Ukraine,NGA,UKR,0,5,0,0,0,0,0
2023,Norway,Ukraine,NOR,UKR,66450,948,0,0,0,0,0
2023,"New Zealand",Ukraine,NZL,UKR,10,14,0,0,0,0,0
2023,Panama,Ukraine,PAN,UKR,19,5,0,0,0,0,0
2023,Paraguay,Ukraine,PRY,UKR,9,0,0,0,0,0,0
2023,Peru,Ukraine,PER,UKR,30,90,0,0,0,0,0
2023,Philippines,Ukraine,PHL,UKR,0,45,0,0,0,0,0
2023,Poland,Ukraine,POL,UKR,955891,1005,0,0,0,0,0
2023,Portugal,Ukraine,PRT,UKR,51566,17,0,0,0,0,0
2023,Romania,Ukraine,ROU,UKR,81493,6,0,0,0,0,0
2023,"Russian Federation",Ukraine,RUS,UKR,1227554,257,0,0,0,0,0
2023,Spain,Ukraine,ESP,UKR,191327,1145,0,0,0,0,0
2023,"Serbia and Kosovo: S/RES/1244 (1999)",Ukraine,SRB,UKR,4063,0,0,0,0,0,49
2023,Slovakia,Ukraine,SVK,UKR,124962,0,0,0,0,0,0
2023,Slovenia,Ukraine,SVN,UKR,9467,47,0,0,0,0,0
2023,Sweden,Ukraine,SWE,UKR,43467,1111,0,0,0,0,0
2023,Switzerland,Ukraine,CHE,UKR,66419,225,0,0,0,0,0
2023,Tunisia,Ukraine,TUN,UKR,0,21,0,0,0,0,0
2023,Türkiye,Ukraine,TUR,UKR,3232,0,0,0,0,0,0
2023,Ukraine,Ukraine,UKR,UKR,0,0,3689000,0,0,0,958361
2023,Uruguay,Ukraine,URY,UKR,18,0,0,0,0,0,0
2023,"United States of America",Ukraine,USA,UKR,3299,17773,0,0,0,0,0
2022,Albania,Ukraine,ALB,UKR,2542,5,0,0,0,0,0
2022,Egypt,Ukraine,EGY,UKR,0,5,0,0,0,0,0
2022,Argentina,Ukraine,ARG,UKR,121,59,0,0,0,0,0
2022,Armenia,Ukraine,ARM,UKR,406,122,0,0,0,0,0
2022,Australia,Ukraine,AUS,UKR,1527,502,0,0,0,0,0
2022,Austria,Ukraine,AUT,UKR,89862,249,0,0,0,0,0
2022,Azerbaijan,Ukraine,AZE,UKR,4770,77,0,0,0,0,0
2022,Belgium,Ukraine,BEL,UKR,61975,685,0,0,0,0,0
2022,Belarus,Ukraine,BLR,UKR,19384,532,0,0,0,0,0
2022,"Bolivia (Plurinational State of)",Ukraine,BOL,UKR,5,0,0,0,0,0,0
2022,Brazil,Ukraine,BRA,UKR,43,65,0,0,0,0,0
2022,"Bosnia and Herzegovina",Ukraine,BIH,UKR,147,0,0,0,0,0,0
2022,Bulgaria,Ukraine,BGR,UKR,149215,16,0,0,0,0,0
2022,Canada,Ukraine,CAN,UKR,75098,196,0,0,0,0,0
2022,China,Ukraine,CHN,UKR,0,18,0,0,0,0,0
2022,Chile,Ukraine,CHL,UKR,46,53,0,0,0,0,0
2022,Colombia,Ukraine,COL,UKR,8,21,0,0,0,0,0
2022,"Costa Rica",Ukraine,CRI,UKR,13,40,0,0,0,0,0
2022,Cyprus,Ukraine,CYP,UKR,12472,94,0,0,0,0,0
2022,Czechia,Ukraine,CZE,UKR,433501,137,0,0,0,0,0
2022,Denmark,Ukraine,DNK,UKR,32839,867,0,0,0,0,0
2022,"Dominican Rep.",Ukraine,DOM,UKR,0,14,0,0,0,0,0
2022,Ecuador,Ukraine,ECU,UKR,79,5,0,0,0,0,0
2022,Estonia,Ukraine,EST,UKR,40298,518,0,0,0,0,0
2022,Finland,Ukraine,FIN,UKR,44953,553,0,0,0,0,0
2022,France,Ukraine,FRA,UKR,69302,1270,0,0,0,0,0
2022,"United Kingdom of Great Britain and Northern Ireland",Ukraine,GBR,UKR,182423,976,0,0,0,0,0
2022,Georgia,Ukraine,GEO,UKR,26446,52,0,0,0,0,0
2022,Germany,Ukraine,DEU,UKR,1002999,1383,0,0,0,0,0
2022,Ghana,Ukraine,GHA,UKR,0,5,0,0,0,0,0
2022,Greece,Ukraine,GRC,UKR,21827,104,0,0,0,0,0
2022,Guatemala,Ukraine,GTM,UKR,0,5,0,0,0,0,0
2022,Croatia,Ukraine,HRV,UKR,19416,0,0,0,0,0,0
2022,Hungary,Ukraine,HUN,UKR,29632,5,0,0,0,0,0
2022,Iceland,Ukraine,ISL,UKR,2335,0,0,0,0,0,0
2022,India,Ukraine,IND,UKR,0,58,0,0,0,0,0
2022,Ireland,Ukraine,IRL,UKR,70578,238,0,0,0,0,0
2022,Iraq,Ukraine,IRQ,UKR,0,5,0,0,0,0,0
2022,Israel,Ukraine,ISR,UKR,30,384,0,0,0,0,30000
2022,Italy,Ukraine,ITA,UKR,149872,1878,0,0,0,0,0
2022,Jordan,Ukraine,JOR,UKR,0,10,0,0,0,0,0
2022,Japan,Ukraine,JPN,UKR,2013,0,0,0,0,0,0
2022,Kazakhstan,Ukraine,KAZ,UKR,0,550,0,0,0,0,0
2022,Kyrgyzstan,Ukraine,KGZ,UKR,14,10,0,0,0,0,0
2022,"Rep. of Korea",Ukraine,KOR,UKR,17,22,0,0,0,0,0
2022,Lebanon,Ukraine,LBN,UKR,0,16,0,0,0,0,8
2022,Liechtenstein,Ukraine,LIE,UKR,402,0,0,0,0,0,0
2022,Lithuania,Ukraine,LTU,UKR,65175,0,0,0,0,0,0
2022,Luxembourg,Ukraine,LUX,UKR,4500,25,0,0,0,0,0
2022,Latvia,Ukraine,LVA,UKR,37800,10,0,0,0,0,0
2022,"North Macedonia",Ukraine,MKD,UKR,6816,0,0,0,0,0,0
2022,"Rep. of Moldova",Ukraine,MDA,UKR,98910,3194,0,0,0,0,0
2022,Mexico,Ukraine,MEX,UKR,31,149,0,0,0,0,17779
2022,Montenegro,Ukraine,MNE,UKR,32346,5,0,0,0,0,0
2022,Malta,Ukraine,MLT,UKR,1765,54,0,0,0,0,0
2022,Nepal,Ukraine,NPL,UKR,0,5,0,0,0,0,0
2022,"Netherlands (Kingdom of the)",Ukraine,NLD,UKR,102643,1059,0,0,0,0,0
2022,Nigeria,Ukraine,NGA,UKR,0,5,0,0,0,0,0
2022,Norway,Ukraine,NOR,UKR,33243,10,0,0,0,0,0
2022,"New Zealand",Ukraine,NZL,UKR,5,17,0,0,0,0,0
2022,Panama,Ukraine,PAN,UKR,11,10,0,0,0,0,0
2022,Paraguay,Ukraine,PRY,UKR,9,0,0,0,0,0,0
2022,Peru,Ukraine,PER,UKR,29,7,0,0,0,0,0
2022,Philippines,Ukraine,PHL,UKR,0,14,0,0,0,0,0
2022,Poland,Ukraine,POL,UKR,958147,372,0,0,0,0,0
2022,Portugal,Ukraine,PRT,UKR,44960,29,0,0,0,0,0
2022,Romania,Ukraine,ROU,UKR,100086,42,0,0,0,0,0
2022,"Russian Federation",Ukraine,RUS,UKR,1275315,610,0,0,0,0,0
2022,Spain,Ukraine,ESP,UKR,159194,1515,0,0,0,0,0
2022,"Serbia and Kosovo: S/RES/1244 (1999)",Ukraine,SRB,UKR,1108,0,0,0,0,0,0
2022,Slovakia,Ukraine,SVK,UKR,94858,0,0,0,0,0,0
2022,Slovenia,Ukraine,SVN,UKR,7748,16,0,0,0,0,0
2022,Sweden,Ukraine,SWE,UKR,46857,989,0,0,0,0,0
2022,Switzerland,Ukraine,CHE,UKR,60162,109,0,0,0,0,0
2022,Tunisia,Ukraine,TUN,UKR,0,29,0,0,0,0,0
2022,Türkiye,Ukraine,TUR,UKR,2768,2189,0,0,0,0,0
2022,Ukraine,Ukraine,UKR,UKR,0,0,5914000,0,0,0,497343
2022,Uruguay,Ukraine,URY,UKR,18,0,0,0,0,0,0
2022,"United States of America",Ukraine,USA,UKR,3063,12369,0,0,0,0,0
